datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
6/1/2022 4:00:00 AM,6/1/2022 12:00:00 AM,SERC,WEST,EKPC,EKPC,1267.255,True
6/1/2022 5:00:00 AM,6/1/2022 1:00:00 AM,SERC,WEST,EKPC,EKPC,1156.178,True
6/1/2022 6:00:00 AM,6/1/2022 2:00:00 AM,SERC,WEST,EKPC,EKPC,1080.879,True
6/1/2022 7:00:00 AM,6/1/2022 3:00:00 AM,SERC,WEST,EKPC,EKPC,1029.698,True
6/1/2022 8:00:00 AM,6/1/2022 4:00:00 AM,SERC,WEST,EKPC,EKPC,1006.406,True
6/1/2022 9:00:00 AM,6/1/2022 5:00:00 AM,SERC,WEST,EKPC,EKPC,1043.037,True
6/1/2022 10:00:00 AM,6/1/2022 6:00:00 AM,SERC,WEST,EKPC,EKPC,1107.551,True
6/1/2022 11:00:00 AM,6/1/2022 7:00:00 AM,SERC,WEST,EKPC,EKPC,1196.487,True
6/1/2022 12:00:00 PM,6/1/2022 8:00:00 AM,SERC,WEST,EKPC,EKPC,1302.114,True
6/1/2022 1:00:00 PM,6/1/2022 9:00:00 AM,SERC,WEST,EKPC,EKPC,1417.312,True
6/1/2022 2:00:00 PM,6/1/2022 10:00:00 AM,SERC,WEST,EKPC,EKPC,1586.326,True
6/1/2022 3:00:00 PM,6/1/2022 11:00:00 AM,SERC,WEST,EKPC,EKPC,1719.298,True
6/1/2022 4:00:00 PM,6/1/2022 12:00:00 PM,SERC,WEST,EKPC,EKPC,1822.288,True
6/1/2022 5:00:00 PM,6/1/2022 1:00:00 PM,SERC,WEST,EKPC,EKPC,1903.167,True
6/1/2022 6:00:00 PM,6/1/2022 2:00:00 PM,SERC,WEST,EKPC,EKPC,1951.776,True
6/1/2022 7:00:00 PM,6/1/2022 3:00:00 PM,SERC,WEST,EKPC,EKPC,2001.837,True
6/1/2022 8:00:00 PM,6/1/2022 4:00:00 PM,SERC,WEST,EKPC,EKPC,2064.740,True
6/1/2022 9:00:00 PM,6/1/2022 5:00:00 PM,SERC,WEST,EKPC,EKPC,2067.803,True
6/1/2022 10:00:00 PM,6/1/2022 6:00:00 PM,SERC,WEST,EKPC,EKPC,2072.111,True
6/1/2022 11:00:00 PM,6/1/2022 7:00:00 PM,SERC,WEST,EKPC,EKPC,2008.094,True
6/2/2022 12:00:00 AM,6/1/2022 8:00:00 PM,SERC,WEST,EKPC,EKPC,1861.122,True
6/2/2022 1:00:00 AM,6/1/2022 9:00:00 PM,SERC,WEST,EKPC,EKPC,1821.977,True
6/2/2022 2:00:00 AM,6/1/2022 10:00:00 PM,SERC,WEST,EKPC,EKPC,1655.817,True
6/2/2022 3:00:00 AM,6/1/2022 11:00:00 PM,SERC,WEST,EKPC,EKPC,1460.850,True
6/2/2022 4:00:00 AM,6/2/2022 12:00:00 AM,SERC,WEST,EKPC,EKPC,1313.067,True
6/2/2022 5:00:00 AM,6/2/2022 1:00:00 AM,SERC,WEST,EKPC,EKPC,1187.928,True
6/2/2022 6:00:00 AM,6/2/2022 2:00:00 AM,SERC,WEST,EKPC,EKPC,1117.840,True
6/2/2022 7:00:00 AM,6/2/2022 3:00:00 AM,SERC,WEST,EKPC,EKPC,1061.087,True
6/2/2022 8:00:00 AM,6/2/2022 4:00:00 AM,SERC,WEST,EKPC,EKPC,1061.446,True
6/2/2022 9:00:00 AM,6/2/2022 5:00:00 AM,SERC,WEST,EKPC,EKPC,1068.138,True
6/2/2022 10:00:00 AM,6/2/2022 6:00:00 AM,SERC,WEST,EKPC,EKPC,1151.872,True
6/2/2022 11:00:00 AM,6/2/2022 7:00:00 AM,SERC,WEST,EKPC,EKPC,1203.792,True
6/2/2022 12:00:00 PM,6/2/2022 8:00:00 AM,SERC,WEST,EKPC,EKPC,1250.727,True
6/2/2022 1:00:00 PM,6/2/2022 9:00:00 AM,SERC,WEST,EKPC,EKPC,1317.514,True
6/2/2022 2:00:00 PM,6/2/2022 10:00:00 AM,SERC,WEST,EKPC,EKPC,1399.523,True
6/2/2022 3:00:00 PM,6/2/2022 11:00:00 AM,SERC,WEST,EKPC,EKPC,1457.056,True
6/2/2022 4:00:00 PM,6/2/2022 12:00:00 PM,SERC,WEST,EKPC,EKPC,1550.412,True
6/2/2022 5:00:00 PM,6/2/2022 1:00:00 PM,SERC,WEST,EKPC,EKPC,1621.724,True
6/2/2022 6:00:00 PM,6/2/2022 2:00:00 PM,SERC,WEST,EKPC,EKPC,1634.502,True
6/2/2022 7:00:00 PM,6/2/2022 3:00:00 PM,SERC,WEST,EKPC,EKPC,1660.721,True
6/2/2022 8:00:00 PM,6/2/2022 4:00:00 PM,SERC,WEST,EKPC,EKPC,1660.125,True
6/2/2022 9:00:00 PM,6/2/2022 5:00:00 PM,SERC,WEST,EKPC,EKPC,1661.796,True
6/2/2022 10:00:00 PM,6/2/2022 6:00:00 PM,SERC,WEST,EKPC,EKPC,1627.438,True
6/2/2022 11:00:00 PM,6/2/2022 7:00:00 PM,SERC,WEST,EKPC,EKPC,1552.434,True
6/3/2022 12:00:00 AM,6/2/2022 8:00:00 PM,SERC,WEST,EKPC,EKPC,1497.051,True
6/3/2022 1:00:00 AM,6/2/2022 9:00:00 PM,SERC,WEST,EKPC,EKPC,1443.158,True
6/3/2022 2:00:00 AM,6/2/2022 10:00:00 PM,SERC,WEST,EKPC,EKPC,1362.673,True
6/3/2022 3:00:00 AM,6/2/2022 11:00:00 PM,SERC,WEST,EKPC,EKPC,1192.124,True
6/3/2022 4:00:00 AM,6/3/2022 12:00:00 AM,SERC,WEST,EKPC,EKPC,1083.589,True
6/3/2022 5:00:00 AM,6/3/2022 1:00:00 AM,SERC,WEST,EKPC,EKPC,998.673,True
6/3/2022 6:00:00 AM,6/3/2022 2:00:00 AM,SERC,WEST,EKPC,EKPC,954.009,True
6/3/2022 7:00:00 AM,6/3/2022 3:00:00 AM,SERC,WEST,EKPC,EKPC,918.632,True
6/3/2022 8:00:00 AM,6/3/2022 4:00:00 AM,SERC,WEST,EKPC,EKPC,908.299,True
6/3/2022 9:00:00 AM,6/3/2022 5:00:00 AM,SERC,WEST,EKPC,EKPC,932.087,True
6/3/2022 10:00:00 AM,6/3/2022 6:00:00 AM,SERC,WEST,EKPC,EKPC,997.778,True
6/3/2022 11:00:00 AM,6/3/2022 7:00:00 AM,SERC,WEST,EKPC,EKPC,1051.754,True
6/3/2022 12:00:00 PM,6/3/2022 8:00:00 AM,SERC,WEST,EKPC,EKPC,1083.788,True
6/3/2022 1:00:00 PM,6/3/2022 9:00:00 AM,SERC,WEST,EKPC,EKPC,1159.645,True
6/3/2022 2:00:00 PM,6/3/2022 10:00:00 AM,SERC,WEST,EKPC,EKPC,1228.620,True
6/3/2022 3:00:00 PM,6/3/2022 11:00:00 AM,SERC,WEST,EKPC,EKPC,1308.131,True
6/3/2022 4:00:00 PM,6/3/2022 12:00:00 PM,SERC,WEST,EKPC,EKPC,1369.142,True
6/3/2022 5:00:00 PM,6/3/2022 1:00:00 PM,SERC,WEST,EKPC,EKPC,1431.255,True
6/3/2022 6:00:00 PM,6/3/2022 2:00:00 PM,SERC,WEST,EKPC,EKPC,1482.944,True
6/3/2022 7:00:00 PM,6/3/2022 3:00:00 PM,SERC,WEST,EKPC,EKPC,1524.451,True
