datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
6/1/2024 4:00:00 AM,6/1/2024 12:00:00 AM,SERC,WEST,EKPC,EKPC,1215.537,True
6/1/2024 5:00:00 AM,6/1/2024 1:00:00 AM,SERC,WEST,EKPC,EKPC,1137.894,True
6/1/2024 6:00:00 AM,6/1/2024 2:00:00 AM,SERC,WEST,EKPC,EKPC,998.049,True
6/1/2024 7:00:00 AM,6/1/2024 3:00:00 AM,SERC,WEST,EKPC,EKPC,969.486,True
6/1/2024 8:00:00 AM,6/1/2024 4:00:00 AM,SERC,WEST,EKPC,EKPC,964.783,True
6/1/2024 9:00:00 AM,6/1/2024 5:00:00 AM,SERC,WEST,EKPC,EKPC,941.625,True
6/1/2024 10:00:00 AM,6/1/2024 6:00:00 AM,SERC,WEST,EKPC,EKPC,923.055,True
6/1/2024 11:00:00 AM,6/1/2024 7:00:00 AM,SERC,WEST,EKPC,EKPC,1100.794,True
6/1/2024 12:00:00 PM,6/1/2024 8:00:00 AM,SERC,WEST,EKPC,EKPC,1160.765,True
6/1/2024 1:00:00 PM,6/1/2024 9:00:00 AM,SERC,WEST,EKPC,EKPC,1228.359,True
6/1/2024 2:00:00 PM,6/1/2024 10:00:00 AM,SERC,WEST,EKPC,EKPC,1267.256,True
6/1/2024 3:00:00 PM,6/1/2024 11:00:00 AM,SERC,WEST,EKPC,EKPC,1383.094,True
6/1/2024 4:00:00 PM,6/1/2024 12:00:00 PM,SERC,WEST,EKPC,EKPC,1404.466,True
6/1/2024 5:00:00 PM,6/1/2024 1:00:00 PM,SERC,WEST,EKPC,EKPC,1375.581,True
6/1/2024 6:00:00 PM,6/1/2024 2:00:00 PM,SERC,WEST,EKPC,EKPC,1432.702,True
6/1/2024 7:00:00 PM,6/1/2024 3:00:00 PM,SERC,WEST,EKPC,EKPC,1469.402,True
6/1/2024 8:00:00 PM,6/1/2024 4:00:00 PM,SERC,WEST,EKPC,EKPC,1476.149,True
6/1/2024 9:00:00 PM,6/1/2024 5:00:00 PM,SERC,WEST,EKPC,EKPC,1315.316,True
6/1/2024 10:00:00 PM,6/1/2024 6:00:00 PM,SERC,WEST,EKPC,EKPC,1291.619,True
6/1/2024 11:00:00 PM,6/1/2024 7:00:00 PM,SERC,WEST,EKPC,EKPC,1372.613,True
6/2/2024 12:00:00 AM,6/1/2024 8:00:00 PM,SERC,WEST,EKPC,EKPC,1339.694,True
